04009000000,Alcudia de Monteagud,Municipio,37.23587193,-2.26678969,1025,es295
04010000000,Alhabia,Municipio,36.98991242,-2.58702093,290,es415
04011000000,Alhama de Almería,Municipio,36.95718281,-2.56977648,520,es416
04012000000,Alicún,Municipio,36.96671607,-2.60215517,414,es429
04013000000,Almería,Municipio,36.83892362,-2.46413188,16,es487
04014000000,Almócita,Municipio,37.00274251,-2.78984397,835,es490
04015000000,Alsodux,Municipio,37.00135999,-2.59464638,309,es542
04016000000,Antas,Municipio,37.24459175,-1.91715315,108,es615
04017000000,Arboleas,Municipio,37.35116011,-2.0754646,270,es664
04018000000,Armuña de Almanzora,Municipio,37.34982202,-2.41135555,630,es749
04019000000,Bacares,Municipio,37.26120059,-2.45318749,1209,es879
04020000000,Bayárcal,Municipio,37.03018267,-2.99562617,1252,es1022
04021000000,Bayarque,Municipio,37.33068864,-2.43594364,817,es1023
04022000000,Bédar,Municipio,37.19030833,-1.98182232,401,es1044
04023000000,Beires,Municipio,37.01264326,-2.79152516,934,es1053
04024000000,Benahadux,Municipio,36.92496886,-2.45067345,105,es1103
04026000000,Benitagla,Municipio,37.23123941,-2.23834784,945,es1169
04027000000,Benizalón,Municipio,37.21246044,-2.24067815,932,es1170
04028000000,Bentarique,Municipio,36.98631438,-2.61889692,316,es1174
04029000000,Berja,Municipio,36.84732147,-2.94948207,340,es1201
04030000000,Canjáyar,Municipio,37.01006973,-2.73944378,602,es1721
04031000000,Cantoria,Municipio,37.35219371,-2.19324978,381,es1737
04032000000,Carboneras,Municipio,36.99742391,-1.89349648,6,es1769
04033000000,Castro de Filabres,Municipio,37.18484936,-2.43912676,945,es2025
04034000000,Cóbdar,Municipio,37.26157453,-2.21001778,606,es2249
04035000000,Cuevas del Almanzora,Municipio,37.2967313,-1.87991806,89,es2457
04036000000,Chercos,Municipio,37.25435736,-2.26646383,912,es2165
04037000000,Chirivel,Municipio,37.59512473,-2.26658541,1039,es2183
04038000000,Dalías,Municipio,36.82078429,-2.87111055,411,es2480
04041000000,Enix,Municipio,36.8769393,-2.60175846,716,es2588
04043000000,Felix,Municipio,36.86898567,-2.65861622,820,es2735
04044000000,Fines,Municipio,37.35887254,-2.263629,444,es2759
04045000000,Fiñana,Municipio,37.17135438,-2.84178852,950,es2758
04046000000,Fondón,Municipio,36.97993167,-2.85918906,846,es2783
04047000000,Gádor,Municipio,36.9530923,-2.49279322,173,es2982
04048000000,Los Gallardos,Municipio,37.17027055,-1.9417002,121,es3006
04049000000,Garrucha,Municipio,37.1797194,-1.82347743,20,es3064
04050000000,Gérgal,Municipio,37.12083904,-2.53905331,763,es3096
04051000000,Huécija,Municipio,36.96802203,-2.60994487,409,es3405
04052000000,Huércal de Almería,Municipio,36.88406432,-2.43599715,69,es3413
04053000000,Huércal-Overa,Municipio,37.38937619,-1.943031,279,es3414
04054000000,Illar,Municipio,36.9849617,-2.63886001,424,es3477
04055000000,Instinción,Municipio,36.99319077,-2.65979091,427,es3488
04056000000,Laroya,Municipio,37.29604768,-2.3320851,860,es3662
04057000000,Láujar de Andarax,Municipio,36.99456726,-2.88903331,920,es3679
04058000000,Líjar,Municipio,37.29501881,-2.21999131,604,es3743
04059000000,Lubrín,Municipio,37.21648353,-2.06592032,516,es3850
04060000000,Lucainena de las Torres,Municipio,37.0402677,-2.2011865,549,es3851
04061000000,Lúcar,Municipio,37.40081642,-2.42494356,900,es3852
04062000000,Macael,Municipio,37.33233031,-2.30432229,536,es3884
04063000000,María,Municipio,37.7115544,-2.16479793,1197,es4018
04064000000,Mojácar,Municipio,37.14008707,-1.85016798,140,es4261
04065000000,Nacimiento,Municipio,37.10502345,-2.64792293,596,es4544
04066000000,Níjar,Municipio,36.96580749,-2.20611069,357,es4670
04067000000,Ohanes,Municipio,37.03829786,-2.74552024,961,es4728
04068000000,Olula de Castro,Municipio,37.17517469,-2.47387144,1005,es4792
04069000000,Olula del Río,Municipio,37.3531739,-2.29735506,485,es4793
04070000000,Oria,Municipio,37.48360163,-2.29602131,1022,es4841
04071000000,Padules,Municipio,36.99862987,-2.77409853,747,es4906
04072000000,Partaloa,Municipio,37.40605456,-2.2262643,543,es5011
